X,year_model,policy_id,enactment_year,rel_year,p_yes,likert,domain,institution
5000,1940,US-1944-KOREMATSU,1944,-4,0.435,-0.1411,civil_liberties_security,Supreme Court
5000,1940,US-1946-EMPLOYMENT-ACT,1946,-6,0.4542,-0.1488,macroeconomic_governance,Congress
5000,1940,US-1947-NATIONAL-SECURITY-ACT,1947,-7,0.3627,-0.1472,security_state,Congress
5000,1940,US-1947-TAFT-HARTLEY,1947,-7,0.3884,-0.1889,labor,Congress
5000,1940,US-1948-EO9981,1948,-8,0.358,-0.1656,civil_rights,President
5000,1940,US-1930-SMOOT-HAWLEY,1930,10,0.436,-0.1539,trade_political_economy,Congress
5000,1940,US-1932-RFC,1932,8,0.4977,-0.151,finance_crisis_state_capacity,Congress
5000,1940,US-1932-NORRIS-LAGUARDIA,1932,8,0.2202,-0.1494,labor_courts,Congress
5000,1940,US-1933-CCC,1933,7,0.4679,-0.1199,public_employment_environment,Congress
5000,1940,US-1933-FERA,1933,7,0.4537,-0.1325,welfare_relief,Congress
5000,1940,US-1933-HOME-OWNERS-LOAN,1933,7,0.3877,-0.1209,housing_finance,Congress
5000,1940,US-1934-NFA,1934,6,0.3999,-0.1842,guns_crime_tax,Congress
5000,1940,US-1935-PUHCA,1935,5,0.2069,-0.1163,utilities_finance,Congress
5000,1940,US-1936-RURAL-ELECTRIFICATION,1936,4,0.3679,-0.1541,rural_infrastructure,Congress
5000,1940,US-1939-HATCH-ACT,1939,1,0.4234,-0.1895,civil_service_elections,Congress
5000,1940,US-1940-SELECTIVE-TRAINING,1940,0,0.3053,-0.1798,military_state_capacity,Congress
5000,1940,US-1940-SMITH-ACT,1940,0,0.2648,-0.1172,security_civil_liberties_immigration,Congress
5000,1940,US-1941-DARBY,1941,-1,0.436,-0.1473,labor_state_capacity,Supreme Court
5000,1940,US-1941-LEND-LEASE,1941,-1,0.2137,-0.1554,foreign_policy_security,Congress
5000,1940,US-1942-EMERGENCY-PRICE-CONTROL,1942,-2,0.4592,-0.1568,wartime_economic_control,Congress
5000,1940,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-3,0.2967,-0.1225,immigration_race_foreign_policy,Congress
5000,1940,US-1945-BRETTON-WOODS,1945,-5,0.3175,-0.1513,international_economic_order,Congress
5000,1940,US-1945-UN-PARTICIPATION,1945,-5,0.2484,-0.1716,foreign_policy_multilateralism,Congress
5000,1940,US-1946-APA,1946,-6,0.2789,-0.1577,administrative_state,Congress
5000,1940,US-1948-DISPLACED-PERSONS-ACT,1948,-8,0.2734,-0.0468,immigration_refugees,Congress
5000,1940,US-1948-MARSHALL-PLAN,1948,-8,0.4543,-0.138,foreign_aid_security,Congress
5000,1940,US-1948-SHELLEY,1948,-8,0.3157,-0.171,civil_rights_housing,Supreme Court
5000,1940,US-1950-DPA,1950,-10,0.3691,-0.1862,industrial_policy_security,Congress
5000,1940,US-1950-INTERNAL-SECURITY,1950,-10,0.2593,-0.1614,security_civil_liberties,Congress
5000,1940,US-1933-TVA,1933,7,0.4119,-0.1423,regional_development_state_capacity,Congress
5000,1940,US-1933-NIRA,1933,7,0.4872,-0.1527,industrial_policy_labor_state_capacity,Congress
5000,1940,US-1942-EO9066,1942,-2,0.3548,-0.1439,civil_liberties_security_race,President
5000,1940,US-1947-TRUMAN-DOCTRINE,1947,-7,0.3822,-0.1439,foreign_policy_security,Congress/President
10000,1941,US-1933-GLASS-STEAGALL,1933,8,0.3313,-0.1193,finance,Congress
10000,1941,US-1933-PROHIBITION-REPEAL,1933,8,0.3962,-0.1815,morals_federalism,constitutional_amendment
10000,1941,US-1933-SECURITIES-ACT,1933,8,0.2856,-0.1319,finance_consumer_protection,Congress
10000,1941,US-1934-EXCHANGE-ACT,1934,7,0.2877,-0.1418,finance_state_capacity,Congress
10000,1941,US-1934-IRA,1934,7,0.2707,-0.1372,native_policy,Congress
10000,1941,US-1934-NATIONAL-HOUSING-ACT,1934,7,0.4841,-0.1114,housing_finance,Congress
10000,1941,US-1935-NIRA-SCHECHTER,1935,6,0.2763,-0.1512,state_capacity,Supreme Court
10000,1941,US-1935-NLRA,1935,6,0.4625,-0.1526,labor,Congress
10000,1941,US-1935-SOCIAL-SECURITY,1935,6,0.4666,-0.0983,social_insurance,Congress
10000,1941,US-1936-AAA-BUTLER,1936,5,0.3198,-0.1705,state_capacity,Supreme Court
10000,1941,US-1937-JONES-LAUGHLIN,1937,4,0.2567,-0.119,labor_state_capacity,Supreme Court
10000,1941,US-1937-WEST-COAST-HOTEL,1937,4,0.3133,-0.1841,labor,Supreme Court
10000,1941,US-1938-FDCA,1938,3,0.3064,-0.1632,consumer_health,Congress
10000,1941,US-1938-FLSA,1938,3,0.4191,-0.1614,labor,Congress
10000,1941,US-1941-EO8802,1941,0,0.2661,-0.1136,civil_rights,President
10000,1941,US-1942-WICKARD,1942,-1,0.2502,-0.163,state_capacity,Supreme Court
10000,1941,US-1944-GI-BILL,1944,-3,0.4528,-0.1219,veterans_education_housing,Congress
10000,1941,US-1944-KOREMATSU,1944,-3,0.3768,-0.1056,civil_liberties_security,Supreme Court
10000,1941,US-1946-EMPLOYMENT-ACT,1946,-5,0.3491,-0.1056,macroeconomic_governance,Congress
10000,1941,US-1947-NATIONAL-SECURITY-ACT,1947,-6,0.2338,-0.1138,security_state,Congress
10000,1941,US-1947-TAFT-HARTLEY,1947,-6,0.3416,-0.1708,labor,Congress
10000,1941,US-1948-EO9981,1948,-7,0.3367,-0.1321,civil_rights,President
10000,1941,US-1932-RFC,1932,9,0.4786,-0.1231,finance_crisis_state_capacity,Congress
10000,1941,US-1932-NORRIS-LAGUARDIA,1932,9,0.149,-0.1186,labor_courts,Congress
10000,1941,US-1933-CCC,1933,8,0.4636,-0.1151,public_employment_environment,Congress
10000,1941,US-1933-FERA,1933,8,0.4516,-0.1167,welfare_relief,Congress
10000,1941,US-1933-HOME-OWNERS-LOAN,1933,8,0.3453,-0.0983,housing_finance,Congress
10000,1941,US-1934-NFA,1934,7,0.3599,-0.171,guns_crime_tax,Congress
10000,1941,US-1935-PUHCA,1935,6,0.1578,-0.086,utilities_finance,Congress
10000,1941,US-1936-RURAL-ELECTRIFICATION,1936,5,0.3275,-0.1374,rural_infrastructure,Congress
10000,1941,US-1939-HATCH-ACT,1939,2,0.347,-0.1547,civil_service_elections,Congress
10000,1941,US-1940-SELECTIVE-TRAINING,1940,1,0.2528,-0.1518,military_state_capacity,Congress
10000,1941,US-1940-SMITH-ACT,1940,1,0.1807,-0.1133,security_civil_liberties_immigration,Congress
10000,1941,US-1941-DARBY,1941,0,0.3611,-0.1383,labor_state_capacity,Supreme Court
10000,1941,US-1941-LEND-LEASE,1941,0,0.2014,-0.126,foreign_policy_security,Congress
10000,1941,US-1942-EMERGENCY-PRICE-CONTROL,1942,-1,0.4169,-0.1414,wartime_economic_control,Congress
10000,1941,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-2,0.2227,-0.1024,immigration_race_foreign_policy,Congress
10000,1941,US-1945-BRETTON-WOODS,1945,-4,0.2031,-0.1189,international_economic_order,Congress
10000,1941,US-1945-UN-PARTICIPATION,1945,-4,0.1468,-0.1349,foreign_policy_multilateralism,Congress
10000,1941,US-1946-APA,1946,-5,0.2158,-0.1342,administrative_state,Congress
10000,1941,US-1948-DISPLACED-PERSONS-ACT,1948,-7,0.2268,-0.0384,immigration_refugees,Congress
10000,1941,US-1948-MARSHALL-PLAN,1948,-7,0.4312,-0.1164,foreign_aid_security,Congress
10000,1941,US-1948-SHELLEY,1948,-7,0.2678,-0.1669,civil_rights_housing,Supreme Court
10000,1941,US-1950-DPA,1950,-9,0.3732,-0.1517,industrial_policy_security,Congress
10000,1941,US-1950-INTERNAL-SECURITY,1950,-9,0.1494,-0.1374,security_civil_liberties,Congress
10000,1941,US-1951-DENNIS,1951,-10,0.2296,-0.1816,speech_security,Supreme Court
10000,1941,US-1933-TVA,1933,8,0.3688,-0.1226,regional_development_state_capacity,Congress
10000,1941,US-1933-NIRA,1933,8,0.3888,-0.138,industrial_policy_labor_state_capacity,Congress
10000,1941,US-1942-EO9066,1942,-1,0.3142,-0.1111,civil_liberties_security_race,President
10000,1941,US-1947-TRUMAN-DOCTRINE,1947,-6,0.311,-0.1264,foreign_policy_security,Congress/President
20000,1941,US-1933-GLASS-STEAGALL,1933,8,0.4057,-0.1578,finance,Congress
20000,1941,US-1933-PROHIBITION-REPEAL,1933,8,0.5147,-0.2479,morals_federalism,constitutional_amendment
20000,1941,US-1933-SECURITIES-ACT,1933,8,0.3563,-0.1293,finance_consumer_protection,Congress
20000,1941,US-1934-EXCHANGE-ACT,1934,7,0.4216,-0.2036,finance_state_capacity,Congress
20000,1941,US-1934-IRA,1934,7,0.4412,-0.2013,native_policy,Congress
20000,1941,US-1934-NATIONAL-HOUSING-ACT,1934,7,0.6034,-0.1626,housing_finance,Congress
20000,1941,US-1935-NIRA-SCHECHTER,1935,6,0.3905,-0.2144,state_capacity,Supreme Court
20000,1941,US-1935-NLRA,1935,6,0.5936,-0.1906,labor,Congress
20000,1941,US-1935-SOCIAL-SECURITY,1935,6,0.6034,-0.1274,social_insurance,Congress
20000,1941,US-1936-AAA-BUTLER,1936,5,0.4227,-0.2186,state_capacity,Supreme Court
20000,1941,US-1937-JONES-LAUGHLIN,1937,4,0.3886,-0.1626,labor_state_capacity,Supreme Court
20000,1941,US-1937-WEST-COAST-HOTEL,1937,4,0.4911,-0.2715,labor,Supreme Court
20000,1941,US-1938-FDCA,1938,3,0.4343,-0.2545,consumer_health,Congress
20000,1941,US-1938-FLSA,1938,3,0.5119,-0.2222,labor,Congress
20000,1941,US-1941-EO8802,1941,0,0.372,-0.1397,civil_rights,President
20000,1941,US-1942-WICKARD,1942,-1,0.355,-0.2153,state_capacity,Supreme Court
20000,1941,US-1944-GI-BILL,1944,-3,0.5825,-0.1568,veterans_education_housing,Congress
20000,1941,US-1944-KOREMATSU,1944,-3,0.4902,-0.1571,civil_liberties_security,Supreme Court
20000,1941,US-1946-EMPLOYMENT-ACT,1946,-5,0.5102,-0.139,macroeconomic_governance,Congress
20000,1941,US-1947-NATIONAL-SECURITY-ACT,1947,-6,0.3823,-0.1471,security_state,Congress
20000,1941,US-1947-TAFT-HARTLEY,1947,-6,0.4334,-0.2077,labor,Congress
20000,1941,US-1948-EO9981,1948,-7,0.5384,-0.1609,civil_rights,President
20000,1941,US-1932-RFC,1932,9,0.5341,-0.1615,finance_crisis_state_capacity,Congress
20000,1941,US-1932-NORRIS-LAGUARDIA,1932,9,0.2643,-0.1796,labor_courts,Congress
20000,1941,US-1933-CCC,1933,8,0.5483,-0.1379,public_employment_environment,Congress
20000,1941,US-1933-FERA,1933,8,0.562,-0.1527,welfare_relief,Congress
20000,1941,US-1933-HOME-OWNERS-LOAN,1933,8,0.4856,-0.1549,housing_finance,Congress
20000,1941,US-1934-NFA,1934,7,0.4538,-0.2501,guns_crime_tax,Congress
20000,1941,US-1935-PUHCA,1935,6,0.2593,-0.1149,utilities_finance,Congress
20000,1941,US-1936-RURAL-ELECTRIFICATION,1936,5,0.4525,-0.1915,rural_infrastructure,Congress
20000,1941,US-1939-HATCH-ACT,1939,2,0.4446,-0.2263,civil_service_elections,Congress
20000,1941,US-1940-SELECTIVE-TRAINING,1940,1,0.3886,-0.2011,military_state_capacity,Congress
20000,1941,US-1940-SMITH-ACT,1940,1,0.3034,-0.1723,security_civil_liberties_immigration,Congress
20000,1941,US-1941-DARBY,1941,0,0.4764,-0.2009,labor_state_capacity,Supreme Court
20000,1941,US-1941-LEND-LEASE,1941,0,0.3663,-0.1725,foreign_policy_security,Congress
20000,1941,US-1942-EMERGENCY-PRICE-CONTROL,1942,-1,0.5114,-0.2097,wartime_economic_control,Congress
20000,1941,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-2,0.3596,-0.1478,immigration_race_foreign_policy,Congress
20000,1941,US-1945-BRETTON-WOODS,1945,-4,0.3522,-0.1637,international_economic_order,Congress
20000,1941,US-1945-UN-PARTICIPATION,1945,-4,0.259,-0.1769,foreign_policy_multilateralism,Congress
20000,1941,US-1946-APA,1946,-5,0.3813,-0.2046,administrative_state,Congress
20000,1941,US-1948-DISPLACED-PERSONS-ACT,1948,-7,0.3474,-0.0638,immigration_refugees,Congress
20000,1941,US-1948-MARSHALL-PLAN,1948,-7,0.5467,-0.1558,foreign_aid_security,Congress
20000,1941,US-1948-SHELLEY,1948,-7,0.3392,-0.2404,civil_rights_housing,Supreme Court
20000,1941,US-1950-DPA,1950,-9,0.4794,-0.1982,industrial_policy_security,Congress
20000,1941,US-1950-INTERNAL-SECURITY,1950,-9,0.2704,-0.193,security_civil_liberties,Congress
20000,1941,US-1951-DENNIS,1951,-10,0.33,-0.2792,speech_security,Supreme Court
20000,1941,US-1933-TVA,1933,8,0.4447,-0.1557,regional_development_state_capacity,Congress
20000,1941,US-1933-NIRA,1933,8,0.54,-0.1839,industrial_policy_labor_state_capacity,Congress
20000,1941,US-1942-EO9066,1942,-1,0.4566,-0.1619,civil_liberties_security_race,President
20000,1941,US-1947-TRUMAN-DOCTRINE,1947,-6,0.4088,-0.1819,foreign_policy_security,Congress/President
5000,1941,US-1933-GLASS-STEAGALL,1933,8,0.3725,-0.077,finance,Congress
5000,1941,US-1933-PROHIBITION-REPEAL,1933,8,0.4082,-0.1145,morals_federalism,constitutional_amendment
5000,1941,US-1933-SECURITIES-ACT,1933,8,0.3302,-0.0721,finance_consumer_protection,Congress
5000,1941,US-1934-EXCHANGE-ACT,1934,7,0.2962,-0.0832,finance_state_capacity,Congress
5000,1941,US-1934-IRA,1934,7,0.2929,-0.0864,native_policy,Congress
5000,1941,US-1934-NATIONAL-HOUSING-ACT,1934,7,0.5153,-0.0618,housing_finance,Congress
5000,1941,US-1935-NIRA-SCHECHTER,1935,6,0.2885,-0.0772,state_capacity,Supreme Court
5000,1941,US-1935-NLRA,1935,6,0.4508,-0.0977,labor,Congress
5000,1941,US-1935-SOCIAL-SECURITY,1935,6,0.4263,-0.0584,social_insurance,Congress
5000,1941,US-1936-AAA-BUTLER,1936,5,0.3363,-0.1025,state_capacity,Supreme Court
5000,1941,US-1937-JONES-LAUGHLIN,1937,4,0.2591,-0.0761,labor_state_capacity,Supreme Court
5000,1941,US-1937-WEST-COAST-HOTEL,1937,4,0.3218,-0.1105,labor,Supreme Court
5000,1941,US-1938-FDCA,1938,3,0.3615,-0.097,consumer_health,Congress
5000,1941,US-1938-FLSA,1938,3,0.4723,-0.1002,labor,Congress
5000,1941,US-1941-EO8802,1941,0,0.2441,-0.0918,civil_rights,President
5000,1941,US-1942-WICKARD,1942,-1,0.229,-0.0922,state_capacity,Supreme Court
5000,1941,US-1944-GI-BILL,1944,-3,0.3914,-0.0791,veterans_education_housing,Congress
5000,1941,US-1944-KOREMATSU,1944,-3,0.359,-0.0692,civil_liberties_security,Supreme Court
5000,1941,US-1946-EMPLOYMENT-ACT,1946,-5,0.4078,-0.0734,macroeconomic_governance,Congress
5000,1941,US-1947-NATIONAL-SECURITY-ACT,1947,-6,0.3132,-0.071,security_state,Congress
5000,1941,US-1947-TAFT-HARTLEY,1947,-6,0.3298,-0.1134,labor,Congress
5000,1941,US-1948-EO9981,1948,-7,0.3122,-0.0818,civil_rights,President
5000,1941,US-1932-RFC,1932,9,0.3885,-0.0733,finance_crisis_state_capacity,Congress
5000,1941,US-1932-NORRIS-LAGUARDIA,1932,9,0.1745,-0.0843,labor_courts,Congress
5000,1941,US-1933-CCC,1933,8,0.4143,-0.0739,public_employment_environment,Congress
5000,1941,US-1933-FERA,1933,8,0.4018,-0.072,welfare_relief,Congress
5000,1941,US-1933-HOME-OWNERS-LOAN,1933,8,0.3448,-0.061,housing_finance,Congress
5000,1941,US-1934-NFA,1934,7,0.3185,-0.1073,guns_crime_tax,Congress
5000,1941,US-1935-PUHCA,1935,6,0.1626,-0.0592,utilities_finance,Congress
5000,1941,US-1936-RURAL-ELECTRIFICATION,1936,5,0.3364,-0.0808,rural_infrastructure,Congress
5000,1941,US-1939-HATCH-ACT,1939,2,0.3678,-0.0932,civil_service_elections,Congress
5000,1941,US-1940-SELECTIVE-TRAINING,1940,1,0.2474,-0.0995,military_state_capacity,Congress
5000,1941,US-1940-SMITH-ACT,1940,1,0.1964,-0.0868,security_civil_liberties_immigration,Congress
5000,1941,US-1941-DARBY,1941,0,0.409,-0.0826,labor_state_capacity,Supreme Court
5000,1941,US-1941-LEND-LEASE,1941,0,0.164,-0.0778,foreign_policy_security,Congress
5000,1941,US-1942-EMERGENCY-PRICE-CONTROL,1942,-1,0.4439,-0.079,wartime_economic_control,Congress
5000,1941,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-2,0.2876,-0.0642,immigration_race_foreign_policy,Congress
5000,1941,US-1945-BRETTON-WOODS,1945,-4,0.3009,-0.0737,international_economic_order,Congress
5000,1941,US-1945-UN-PARTICIPATION,1945,-4,0.2452,-0.0818,foreign_policy_multilateralism,Congress
5000,1941,US-1946-APA,1946,-5,0.2568,-0.0818,administrative_state,Congress
5000,1941,US-1948-DISPLACED-PERSONS-ACT,1948,-7,0.2555,-0.0225,immigration_refugees,Congress
5000,1941,US-1948-MARSHALL-PLAN,1948,-7,0.4055,-0.0672,foreign_aid_security,Congress
5000,1941,US-1948-SHELLEY,1948,-7,0.3033,-0.096,civil_rights_housing,Supreme Court
5000,1941,US-1950-DPA,1950,-9,0.3152,-0.0885,industrial_policy_security,Congress
5000,1941,US-1950-INTERNAL-SECURITY,1950,-9,0.2411,-0.0912,security_civil_liberties,Congress
5000,1941,US-1951-DENNIS,1951,-10,0.2715,-0.1207,speech_security,Supreme Court
5000,1941,US-1933-TVA,1933,8,0.3364,-0.0658,regional_development_state_capacity,Congress
5000,1941,US-1933-NIRA,1933,8,0.464,-0.0703,industrial_policy_labor_state_capacity,Congress
5000,1941,US-1942-EO9066,1942,-1,0.2908,-0.0764,civil_liberties_security_race,President
5000,1941,US-1947-TRUMAN-DOCTRINE,1947,-6,0.3014,-0.075,foreign_policy_security,Congress/President
10000,1942,US-1933-GLASS-STEAGALL,1933,9,0.5769,-0.1283,finance,Congress
10000,1942,US-1933-PROHIBITION-REPEAL,1933,9,0.6631,-0.2066,morals_federalism,constitutional_amendment
10000,1942,US-1933-SECURITIES-ACT,1933,9,0.4934,-0.1254,finance_consumer_protection,Congress
10000,1942,US-1934-EXCHANGE-ACT,1934,8,0.6216,-0.1532,finance_state_capacity,Congress
10000,1942,US-1934-IRA,1934,8,0.5032,-0.1461,native_policy,Congress
10000,1942,US-1934-NATIONAL-HOUSING-ACT,1934,8,0.7048,-0.1162,housing_finance,Congress
10000,1942,US-1935-NIRA-SCHECHTER,1935,7,0.5361,-0.1552,state_capacity,Supreme Court
10000,1942,US-1935-NLRA,1935,7,0.7174,-0.1711,labor,Congress
10000,1942,US-1935-SOCIAL-SECURITY,1935,7,0.681,-0.1039,social_insurance,Congress
10000,1942,US-1936-AAA-BUTLER,1936,6,0.5268,-0.1731,state_capacity,Supreme Court
10000,1942,US-1937-JONES-LAUGHLIN,1937,5,0.499,-0.1335,labor_state_capacity,Supreme Court
10000,1942,US-1937-WEST-COAST-HOTEL,1937,5,0.5689,-0.1823,labor,Supreme Court
10000,1942,US-1938-FDCA,1938,4,0.5666,-0.1675,consumer_health,Congress
10000,1942,US-1938-FLSA,1938,4,0.6563,-0.1681,labor,Congress
10000,1942,US-1941-EO8802,1941,1,0.4998,-0.1215,civil_rights,President
10000,1942,US-1942-WICKARD,1942,0,0.463,-0.1671,state_capacity,Supreme Court
10000,1942,US-1944-GI-BILL,1944,-2,0.6538,-0.1378,veterans_education_housing,Congress
10000,1942,US-1944-KOREMATSU,1944,-2,0.573,-0.1292,civil_liberties_security,Supreme Court
10000,1942,US-1946-EMPLOYMENT-ACT,1946,-4,0.6006,-0.1098,macroeconomic_governance,Congress
10000,1942,US-1947-NATIONAL-SECURITY-ACT,1947,-5,0.542,-0.1225,security_state,Congress
10000,1942,US-1947-TAFT-HARTLEY,1947,-5,0.5551,-0.1851,labor,Congress
10000,1942,US-1948-EO9981,1948,-6,0.6031,-0.1393,civil_rights,President
10000,1942,US-1952-INA,1952,-10,0.4611,-0.1672,immigration,Congress
10000,1942,US-1952-YOUNGSTOWN,1952,-10,0.4707,-0.1734,executive_power,Supreme Court
10000,1942,US-1932-RFC,1932,10,0.687,-0.1313,finance_crisis_state_capacity,Congress
10000,1942,US-1932-NORRIS-LAGUARDIA,1932,10,0.3908,-0.1408,labor_courts,Congress
10000,1942,US-1933-CCC,1933,9,0.6637,-0.1148,public_employment_environment,Congress
10000,1942,US-1933-FERA,1933,9,0.6808,-0.1226,welfare_relief,Congress
10000,1942,US-1933-HOME-OWNERS-LOAN,1933,9,0.6181,-0.1091,housing_finance,Congress
10000,1942,US-1934-NFA,1934,8,0.5969,-0.1879,guns_crime_tax,Congress
10000,1942,US-1935-PUHCA,1935,7,0.3848,-0.0987,utilities_finance,Congress
10000,1942,US-1936-RURAL-ELECTRIFICATION,1936,6,0.6121,-0.1391,rural_infrastructure,Congress
10000,1942,US-1939-HATCH-ACT,1939,3,0.5829,-0.1813,civil_service_elections,Congress
10000,1942,US-1940-SELECTIVE-TRAINING,1940,2,0.4966,-0.1713,military_state_capacity,Congress
10000,1942,US-1940-SMITH-ACT,1940,2,0.463,-0.1585,security_civil_liberties_immigration,Congress
10000,1942,US-1941-DARBY,1941,1,0.6175,-0.1455,labor_state_capacity,Supreme Court
10000,1942,US-1941-LEND-LEASE,1941,1,0.4317,-0.1452,foreign_policy_security,Congress
10000,1942,US-1942-EMERGENCY-PRICE-CONTROL,1942,0,0.6545,-0.1486,wartime_economic_control,Congress
10000,1942,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-1,0.4754,-0.1191,immigration_race_foreign_policy,Congress
10000,1942,US-1945-BRETTON-WOODS,1945,-3,0.5363,-0.1325,international_economic_order,Congress
10000,1942,US-1945-UN-PARTICIPATION,1945,-3,0.4142,-0.1537,foreign_policy_multilateralism,Congress
10000,1942,US-1946-APA,1946,-4,0.4611,-0.1479,administrative_state,Congress
10000,1942,US-1948-DISPLACED-PERSONS-ACT,1948,-6,0.4769,-0.0506,immigration_refugees,Congress
10000,1942,US-1948-MARSHALL-PLAN,1948,-6,0.6625,-0.1184,foreign_aid_security,Congress
10000,1942,US-1948-SHELLEY,1948,-6,0.5027,-0.1821,civil_rights_housing,Supreme Court
10000,1942,US-1950-DPA,1950,-8,0.6088,-0.163,industrial_policy_security,Congress
10000,1942,US-1950-INTERNAL-SECURITY,1950,-8,0.4117,-0.1606,security_civil_liberties,Congress
10000,1942,US-1951-DENNIS,1951,-9,0.4555,-0.2169,speech_security,Supreme Court
10000,1942,US-1933-TVA,1933,9,0.5889,-0.1268,regional_development_state_capacity,Congress
10000,1942,US-1933-NIRA,1933,9,0.6736,-0.1343,industrial_policy_labor_state_capacity,Congress
10000,1942,US-1942-EO9066,1942,0,0.5668,-0.1383,civil_liberties_security_race,President
10000,1942,US-1947-TRUMAN-DOCTRINE,1947,-5,0.5064,-0.1535,foreign_policy_security,Congress/President
20000,1942,US-1933-GLASS-STEAGALL,1933,9,0.6547,-0.135,finance,Congress
20000,1942,US-1933-PROHIBITION-REPEAL,1933,9,0.6937,-0.2276,morals_federalism,constitutional_amendment
20000,1942,US-1933-SECURITIES-ACT,1933,9,0.6088,-0.1096,finance_consumer_protection,Congress
20000,1942,US-1934-EXCHANGE-ACT,1934,8,0.6999,-0.1892,finance_state_capacity,Congress
20000,1942,US-1934-IRA,1934,8,0.6363,-0.1877,native_policy,Congress
20000,1942,US-1934-NATIONAL-HOUSING-ACT,1934,8,0.7961,-0.1371,housing_finance,Congress
20000,1942,US-1935-NIRA-SCHECHTER,1935,7,0.6047,-0.201,state_capacity,Supreme Court
20000,1942,US-1935-NLRA,1935,7,0.8097,-0.1883,labor,Congress
20000,1942,US-1935-SOCIAL-SECURITY,1935,7,0.7768,-0.1265,social_insurance,Congress
20000,1942,US-1936-AAA-BUTLER,1936,6,0.6115,-0.1972,state_capacity,Supreme Court
20000,1942,US-1937-JONES-LAUGHLIN,1937,5,0.6136,-0.1534,labor_state_capacity,Supreme Court
20000,1942,US-1937-WEST-COAST-HOTEL,1937,5,0.6762,-0.2329,labor,Supreme Court
20000,1942,US-1938-FDCA,1938,4,0.6867,-0.2165,consumer_health,Congress
20000,1942,US-1938-FLSA,1938,4,0.7252,-0.197,labor,Congress
20000,1942,US-1941-EO8802,1941,1,0.5801,-0.1392,civil_rights,President
20000,1942,US-1942-WICKARD,1942,0,0.5274,-0.2016,state_capacity,Supreme Court
20000,1942,US-1944-GI-BILL,1944,-2,0.7618,-0.166,veterans_education_housing,Congress
20000,1942,US-1944-KOREMATSU,1944,-2,0.7016,-0.1518,civil_liberties_security,Supreme Court
20000,1942,US-1946-EMPLOYMENT-ACT,1946,-4,0.7391,-0.1339,macroeconomic_governance,Congress
20000,1942,US-1947-NATIONAL-SECURITY-ACT,1947,-5,0.6508,-0.1381,security_state,Congress
20000,1942,US-1947-TAFT-HARTLEY,1947,-5,0.6166,-0.1908,labor,Congress
20000,1942,US-1948-EO9981,1948,-6,0.7365,-0.167,civil_rights,President
20000,1942,US-1952-INA,1952,-10,0.5978,-0.1887,immigration,Congress
20000,1942,US-1952-YOUNGSTOWN,1952,-10,0.5434,-0.2156,executive_power,Supreme Court
20000,1942,US-1932-RFC,1932,10,0.7576,-0.165,finance_crisis_state_capacity,Congress
20000,1942,US-1932-NORRIS-LAGUARDIA,1932,10,0.4686,-0.1687,labor_courts,Congress
20000,1942,US-1933-CCC,1933,9,0.7322,-0.1362,public_employment_environment,Congress
20000,1942,US-1933-FERA,1933,9,0.7533,-0.1675,welfare_relief,Congress
20000,1942,US-1933-HOME-OWNERS-LOAN,1933,9,0.7008,-0.1411,housing_finance,Congress
20000,1942,US-1934-NFA,1934,8,0.669,-0.1993,guns_crime_tax,Congress
20000,1942,US-1935-PUHCA,1935,7,0.4723,-0.0932,utilities_finance,Congress
20000,1942,US-1936-RURAL-ELECTRIFICATION,1936,6,0.6949,-0.1847,rural_infrastructure,Congress
20000,1942,US-1939-HATCH-ACT,1939,3,0.6561,-0.214,civil_service_elections,Congress
20000,1942,US-1940-SELECTIVE-TRAINING,1940,2,0.6271,-0.1832,military_state_capacity,Congress
20000,1942,US-1940-SMITH-ACT,1940,2,0.5608,-0.1621,security_civil_liberties_immigration,Congress
20000,1942,US-1941-DARBY,1941,1,0.6994,-0.1641,labor_state_capacity,Supreme Court
20000,1942,US-1941-LEND-LEASE,1941,1,0.5671,-0.1656,foreign_policy_security,Congress
20000,1942,US-1942-EMERGENCY-PRICE-CONTROL,1942,0,0.7165,-0.1758,wartime_economic_control,Congress
20000,1942,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-1,0.5687,-0.1347,immigration_race_foreign_policy,Congress
20000,1942,US-1945-BRETTON-WOODS,1945,-3,0.6344,-0.1576,international_economic_order,Congress
20000,1942,US-1945-UN-PARTICIPATION,1945,-3,0.5324,-0.1682,foreign_policy_multilateralism,Congress
20000,1942,US-1946-APA,1946,-4,0.593,-0.1884,administrative_state,Congress
20000,1942,US-1948-DISPLACED-PERSONS-ACT,1948,-6,0.583,-0.051,immigration_refugees,Congress
20000,1942,US-1948-MARSHALL-PLAN,1948,-6,0.7557,-0.146,foreign_aid_security,Congress
20000,1942,US-1948-SHELLEY,1948,-6,0.5434,-0.2035,civil_rights_housing,Supreme Court
20000,1942,US-1950-DPA,1950,-8,0.7053,-0.2002,industrial_policy_security,Congress
20000,1942,US-1950-INTERNAL-SECURITY,1950,-8,0.56,-0.1724,security_civil_liberties,Congress
